"","nomes","cargo_funcao","fala"
"375","CLÁUDIO MAIEROVITCH","","Corretíssimo. São dados, ambos, que são importantes e revelam coisas diferentes. O dado de mortalidade mede o impacto da doença numa determinada população e o seu resultado mais grave, que é a proporção de mortes em relação àquela população. O dado de letalidade mede a proporção entre aqueles que ficaram doentes e que foram documentados como doentes, entre eles quantos morreram. Então, mede muito mais a capacidade de atender adequadamente os doentes, adequadamente ou não, e como vai o sistema de notificação e de registro de casos de óbitos.          "
"376","NATALIA PASTERNAK","","E, só pra complementar a resposta do Cláudio, a letalidade também dá uma ideia pra nós da capacidade daquela doença de matar. Então, por exemplo, a letalidade da raiva, quando a pessoa pega a raiva, é de quase 100%, é uma doença que quase sempre é letal. Isso não quer dizer que está todo mundo morrendo de raiva naquele país; quer dizer que, se acometido, infelizmente, a letalidade dessa doença é muito alta, mas não quer dizer que tem uma epidemia de raiva acontecendo. Então, são, realmente, dados usados pra fazer medidas diferentes. "
"377","ROGÉRIO CARVALHO","(Bloco Parlamentar da Resistência Democrática/PT - SE)","Isso quer dizer também, Dra. Natalia, que a taxa de letalidade indica quantos mortos poderíamos ter se largássemos os brasileiros à própria sorte para um contágio irrestrito como foi proposto pelo Osmar Terra, que foi encampado pelo Presidente da República e por toda a sua estrutura de Governo. Daria para a gente saber exatamente pela taxa de letalidade da doença, certo? "
"378","NATALIA PASTERNAK","","E com a taxa de transmissão também. "
"379","ROGÉRIO CARVALHO","(Bloco Parlamentar da Resistência Democrática/PT - SE)","É. "
"380","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Perfeitamente. Agradeço primeiramente ao Senador Renan, que trouxe o dado aqui a esta CPI; agradeço aos senhores por prestarem esse esclarecimento sobre a diferença entre dados de mortalidade e letalidade, e esclarecerem em definitivo a esta Comissão Parlamentar de Inquérito que o índice adotado para as estatísticas é o índice de mortalidade por 100 mil habitantes. Dito isso, nós vamos realizar o intervalo que eu prometi por 15 minutos. Tentamos esticar ao máximo para adiantar, mas realmente não é muito comedido, não é humano ficarmos seis horas sem nenhum suporte, sem nenhum intervalo. Então, em decorrência disso, nós vamos suspender durante 15 minutos. Na sequência, Senador Eduardo Girão; logo depois, o Senador Kajuru, em homenagem a S. Exa., uma deliberação da Presidência e da relatoria desta Comissão. E seguirá a sequência com a Senadora Zenaide Maia, que já está aqui no remoto, Senador Alessandro Vieira, e concluiremos com a Senadora Simone Tebet. Suspensa a sessão por 15 minutos. (Suspensa às 15 horas e 27 minutos, a reunião é reaberta às 15 horas e 50 minutos.)         "
"381","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Reiniciamos a reunião da Comissão Parlamentar de Inquérito. O Senador Eduardo Girão é o próximo inscrito pelo sistema remoto. Em seguida, será, só recapitulando: Senador Eduardo Girão, Senador Jorge Kajuru, Senadora Zenaide, Senador Alessandro e Senadora Simone. Senador Girão, V. Exa. tem 15 minutos. Fique à vontade. "
"382","EDUARDO GIRÃO","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE)","Muitíssimo obrigado, Sr. Presidente. O senhor me ouve bem? "
"383","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Ouvimos. Ouvimos alto e claro. Pode ficar à vontade. "
"384","EDUARDO GIRÃO","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Para interpelar. Por videoconferência.)","Muito obrigado. Eu quero saudar a todos neste momento que a gente está vivendo, um momento difícil, dramático no País. Isso é indiscutível. Eu esperava, desde a semana passada, quando foi marcada a reunião, que fosse um debate. Essa era a expectativa minha e, acredito, do povo brasileiro, mas o debate, infelizmente, foi excluído na CPI. Seria bom, para que a gente pudesse tirar as próprias conclusões, ouvir um lado e ouvir o outro. Eu acho que isso seria mais interessante do ponto de vista, para que a gente pudesse ver eventuais contradições, porque nós não somos médicos, nós não entendemos, mas, quando a gente vê duas pessoas que entendem discutindo, acredito que é mais proveitoso sob todos os pontos de vista, inclusive o democrático. Então, eu queria, neste momento, registrar isso, porque tinha sido pautado que iria haver debate. Tinham sido escalados dois cientistas de um lado e dois de outro. E ele foi desmembrado e ficou: hoje, dois cientistas; e, na próxima sexta-feira, ou seja, daqui a uma semana, nós vamos ter os outros dois cientistas, que pensam divergente dos nossos convidados de hoje.         Eu agradeço aqui as explicações do Dr. Cláudio e da Dra. Natalia e informo que me sinto até contemplado com as algumas perguntas formuladas pelos colegas. Repito: não sou médico, nem cientista, portanto não posso avaliar adequadamente o tratamento precoce. Esse é um assunto absolutamente técnico e não deveria ser politizado, inclusive pelo Presidente da República, que, ao meu ver, erra quando politiza esse assunto. Por mais que possa, eventualmente, ter boa intenção, gerou toda essa polêmica em torno do assunto. E vejo que também está criminalizado tal assunto. Eu só tenho trazido aqui hoje alguns argumentos de médicos e pesquisadores que, infelizmente, não têm tido oportunidade de serem ouvidos, como eu disse aqui no início; cientistas que têm posições divergentes, diametralmente divergentes – e são muitos. E, pelo princípio do jornalismo, a gente tem que ouvir sempre os dois lados. Se a CPI quer discutir e precisa – é um ponto central da CPI – discutir o tratamento precoce, que não se restrinja apenas a um medicamento, que tem essa polêmica, como a cloroquina está sendo colocada aqui; mas também sabendo que existem 17 medicamentos que fazem parte do chamado tratamento precoce. Que seja justa e que ouça esta CPI os dois lados. E que o tratamento seja o mesmo, porque a gente viu aqui como tem que ser: muita cordialidade, sem exigência de ""sim"" ou ""não"", sem intimidação, sem absolutamente querer enveredar a resposta do depoente para outro lado, ou seja, um clima de harmonia. É disso que a gente precisa se a gente quer, realmente, buscar a verdade. O que eu sempre lutarei é pela justiça, pela autonomia médica e do paciente também. Eles já são responsabilizados pelos seus atos perante a lei brasileira. Nada contra outros tipos de especialistas de outras áreas. Podemos ouvi-los, sim, mas é fundamental ouvir os médicos que estejam tratando pacientes com Covid dos dois lados. Não podemos violar o princípio constitucional do contraditório, repito, que permite assegurarmos a igualdade e a ampla defesa. Aqui o debate não é o ideal, até porque não existe o debate. Ele fica prejudicado, porque temos somente uma visão dos fatos, com falta dos necessários reparos, porque somos humanos, imperfeitos, o que não contribui para o crescimento da ciência, como todos defendemos aqui. Eu queria iniciar pela Dra. Natalia, fazendo aqui uma colocação para ela: são cerca de 17 drogas utilizadas off-label atualmente nesse chamado tratamento precoce. A senhora deve ter pesquisado essas drogas de alguma forma. E eu pergunto: em todas essas 17 drogas, existe a polêmica como tem na cloroquina, hidroxicloroquina e na ivermectina?          Eu queria só pedir à senhora, como o tempo da gente é curto... Eu não vou fazer jamais o que foi feito aqui, por exemplo, com a Dra. Nise Yamaguchi, que foi desrespeitada covardemente. E lhe foi imposto: sim ou não, tem que dizer. Eu não vou fazer isso. Eu só peço que a senhora, por favor, por gentileza, seja objetiva na resposta. "
"385","NATALIA PASTERNAK","(Para expor.)","Senador, muito obrigada. O senhor tem toda a razão quando diz que alguns medicamentos foram muito mais politizados do que outros, e esse, realmente, foi o caso, principalmente, da hidroxicloroquina e também, no Brasil e em alguns outros países, o caso da ivermectina. Outros medicamentos foram aventados, foram estudados, foram descartados; alguns foram aprovados, mesmo sabendo que eles são medicamentos que ajudam, como o remdesivir, mas que não curam. Então, até agora, nós não temos nenhum medicamento que, realmente, mostrou ser eficaz para combater a replicação viral, para ter um efeito muito impactante na transmissão da doença e na progressão da doença para que ela se agrave. Então, desses 17 medicamentos, que o senhor diz, certamente a cloroquina e a ivermectina são os que foram mais politizados. Por que é que isso aconteceu? É um fenômeno muito mais jornalístico do que científico. Em cima desses medicamentos foi feito um hype muito grande. No caso da cloroquina, esse hype é muito conhecido por pessoas que, como eu, trabalham com comunicação de ciência e negacionismo. É o hype do cientista que vai para a mídia antes de passar pela revisão dos pares. Esse hype também aconteceu na promoção do movimento antivacinas, com Andrew Wakefield, em 1998, por exemplo. Também foi um cientista que foi para a mídia antes de publicar. Então, esse tipo de apelo jornalístico e midiático, tão facilitado hoje pelas mídias sociais, foi o que acabou dando mais politização. E essa politização, como o senhor bem colocou, é muito prejudicial. "
"386","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Senador Girão, está sem áudio. Está sem áudio, Senador Girão.  Agora sim. Agora sim. "
"387","EDUARDO GIRÃO","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE)","Eu estava sem áudio, porque foi cortado aí, Senador Randolfe. "
"388","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Ah, desculpe-me, Senador Girão. "
"389","EDUARDO GIRÃO","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE)","Aqui eu não tinha mexido em nada. "
"390","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Não, não. Parece... "
"391","EDUARDO GIRÃO","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE)","Mas... "
"392","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Mas parece que não foi aqui, não. De qualquer forma, tudo bem, agora está restabelecido... "
"393","EDUARDO GIRÃO","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE)","Não, foi aí, porque eu não mexi em nada. Eu estava atento aqui no funcionamento... "
"394","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Não, tudo bem. "
"395","EDUARDO GIRÃO","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE)","Mas vamos lá. "
"396","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Mas o tempo de V. Exa. vai ser reposto, pelo tempo que V. Exa. quiser. "
"397","EDUARDO GIRÃO","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE)","Muito obrigado. Sei de sua tolerância sempre. Eu queria ver... Olhem que interessante: a gente percebe aí o grave erro, colegas Senadores, jornalistas que estão acompanhando, pessoas em geral, porque tem ocorrido a generalização, não é? Algumas dessas drogas já foram aprovadas para uso off-label, como a budesonida inalatória, na Inglaterra, e como a ivermectina, pelo NIH, Instituto Nacional de Saúde dos Estados Unidos. Afirmar que a ciência comprova a ineficácia do tratamento precoce é algo assim que a gente... Só há discussões em 3 das 17 drogas. É a mesma coisa que afirmar que todos os políticos são corruptos ou que todos os políticos não trabalham. Muitos dos senhores se sentiriam injustiçados, colegas, com esse tipo de afirmação. Infelizmente, a verdade é que milhares de médicos que estão no front e que estão salvando vidas têm sido perseguidos sim!         Pesquisadores têm tido suas reputações destruídas, e muitos pacientes ficaram com medo de buscar esse tratamento, que é, sim, seguro, desde que sempre com orientação médica. Eu sou totalmente contra a automedicação, sou a favor de vacinas. Nós estamos numa guerra. Sempre fui a favor de vacinas, do distanciamento físico, do uso de máscara e também do álcool em gel, mas por que não? Se a gente está numa guerra e todos os recursos têm que ser usados, por que não, com recomendação médica, um tratamento? Inclusive, eu quero sugerir pra quem está nos assistindo e tirando suas próprias conclusões de tudo isso que a gente está ouvindo aqui, que assista ao debate, porque foi debate, não foi excluído. Olha como as coisas são na vida: há dois meses e meio, o Senado fez um debate, na Casa, ouvindo cientistas e médicos renomados contra o tratamento precoce e cientistas e médicos renomados a favor do tratamento precoce. É só você buscar nas redes sociais do Senado, colocando aí tratamento profilático Covid-19. Foi aprovado por todos os Senadores, não teve discussão, e muitos participaram. A gente vai ouvir o... A gente ouviu, nesse debate – é bom que as pessoas assistam no YouTube –, os dois lados e ambos apresentaram seus estudos randomizados, apresentaram metanálises, apresentaram também a questão do duplo-cego, isso aí e resultados clínicos também. Eu queria aproveitar aqui também e fazer uma colocação. Foi falado de Fortaleza, antes de encerrar a primeira parte do intervalo. Fortaleza é a terra em que eu nasci, eu sou fortalezense, e 8.835 irmãos fortalezenses morreram por Covid. Então, assim, é algo que, quando a gente muitas vezes quer politizar... Eu já vou me dirigir agora ao Dr. Cláudio porque ele defendeu aí o Consórcio Nordeste como uma busca de alternativa. E a gente viu que, por exemplo, em Fortaleza, muita gente morreu porque procurou leito em Fortaleza, agora nessa segunda onda já, e o hospital de campanha foi fechado pela gestão local. Inclusive, eu fiz essa pergunta ao Dr. Elcio, se ele tinha autorizado, eu fiz essa pergunta ao ex-Ministro Pazuello, se ele tinha autorizado. E não. Foi fechado o hospital de campanha, com cinco meses. Foram gastos quase R$96 milhões e foram simplesmente fechados quando começou a chover sabe o quê? Não foi água, não. Começou a chover denúncia de corrupção. Foi fechado o hospital. Quando o povo, agora, de Fortaleza, os fortalezenses precisaram de leito, não tinha leito. Então, esse é um fato que a gente precisa... E o Consórcio Nordeste, Dr. Cláudio, que o senhor defendeu... Eu vejo que realmente está muito politizado tudo isso aqui. Eu espero que, na próxima sexta-feira, se veja, Presidente Randolfe... Vamos deixar a política de lado. Vamos deixar a política de lado, porque isso faz com que a gente perca a razão, perca o foco, perca a verdade quando a gente politiza.         Sexta-feira que vem, se tiver, se tiver algum cientista que seja bolsonarista, nós precisamos tirar. Nós temos que ouvir cientistas que não têm vínculo político partidário, porque isso atrapalha, isso tira a credibilidade. O currículo do Dr. Cláudio é respeitável. Eu não tenho uma vírgula para falar. Acompanhei algumas palestras dele, está inclusive sendo agora transmitido, foi divulgado muito que ia ser transmitido pela TV PT, por vários outros organismos aí, CUT e tudo. Eu acho bacana que se dê publicidade. Agora, o que não pode, no meu ponto de vista, é que a gente tenha, dum cientista que venha expor aqui, uma posição clara política, já de campanha para o ano de 2022. Por isso que se perde muito nesta CPI, que ela está derretendo em credibilidade junto à população, quando hoje inclusive teve aqui já a pesquisa da XP, que mostra que só 35% acreditam na efetividade desta CPI. Ela vem derretendo por esse viés político. Então, eu acho que esse tipo de retuitada aqui, mostrando o ex-Presidente da República... Eu não tenho absolutamente nada contra ele, tenho divergências políticas, questionamentos com relação a muita coisa, mas nada pessoalmente contra ninguém. E aqui, que está na própria página do Dr. Cláudio aqui no Twitter, dizendo que seria cômico, se não fosse mais uma rajada assassina no povo deste País, mostrando o Presidente aqui cumprimentando as pessoas, o que eu acho errado, o que eu acho errado. E coloco isso toda sessão. O Presidente causa aglomeração. Está errado. Não usa máscara. Tinha que dar o exemplo, não tenho dúvida. Agora, o que não pode é a gente ouvir cientistas que estão realmente com essa contaminação política. Isso tira a credibilidade, porque a gestão do SUS é tripartite, não é? Eu acredito que a gente tem que investigar. Estamos investigando o Governo Federal. E a gente está fazendo isso bem, foi o que fez durante um ano, um mês e uma semana até agora, só isso. Agora, o estrago que, por exemplo, o Consórcio do Nordeste, que é a ideologia defendida por muitos que estão conosco aqui neste momento, é uma ideologia que infelizmente causou prejuízo para o povo nordestino. Só numa compra, de trezentos respiradores comprados da indústria da maconha, que até hoje não chegaram, foram pagos aí quase 50 milhões antecipados. Graças a Deus, terça-feira os colegas toparam votar. Nós vamos ver a possibilidade de esclarecimento disso com o Diretor Executivo do Consórcio Nordeste, que é Carlos Gabas, não é? Que é o Diretor Executivo, e há um requerimento meu para ouvir, para explicar isso, porque onde eu ando, as pessoas perguntam e esperam da CPI isso. Então eu só queria deixar claro que a gente não pode politizar. A gente tem uma responsabilidade grande com relação a isso. Da nossa parte, politicamente falando, até se aceita, de alguma forma, não é? Não de forma politiqueira, trazendo um debate 2022 para cá. Agora, o que não se pode é ouvir de cientistas, e eu espero que sexta-feira nós não tenhamos nenhum cientista que tenha viés político, defendendo ""a"", ""b"", bolsonarista, lulista, para que a gente possa realmente ter um resultado coerente, que as pessoas possam acreditar no nosso trabalho nesta CPI.         Só para complementar, Presidente, sabendo que o senhor já deu aí um bom prazo, pelo que eu ouvi ao soar o alarme, queria colocar o seguinte: o Senador Renan Calheiros fez uma colocação a partir de uma fala da Dra. Natalia com relação à questão do... É que ela fez aquela analogia, interessante, com o futebol, colocando o time de futebol. O Senador Renan Calheiros, depois, colocou assim – eu até anotei aqui – que nós somos todos atacantes nesta CPI, todos atacantes nesta CPI. Acho que a CPI tem que ter esse papel. A CPI só não pode é ser também o juiz, como o dono da bola, o dono do time, e que possa, de alguma forma, ouvir todos os colegas para a tomada de decisão. Porque o que a gente viu nesses dias foi atropelo em cima de atropelo por narrativas políticas e a gente precisa, sempre, ouvir o contraditório. A Dra. Natalia também falou que Estados e Municípios ""estão entregues à própria sorte"". Eu anotei isso aqui. Eu vejo aqui... Eu fiz essa pergunta também, Dra. Natalia, eu fiz essa pergunta para o Dr. Elcio, muito parecida, com relação a recursos do Governo Federal. Não sei se a senhora sabe, mas nunca se investiu tanto em saúde. Isso é fato. Independente de ser de um lado ou de outro, a gente tem que entregar a verdade para as pessoas. Em 2020, só no ano passado, foram R$79 bilhões na rotina do SUS investidos, mais R$33 bilhões para a Covid, uma verba para a Covid. Só para a senhora ter uma ideia, com relação ao saldo. O saldo agora, em março, das Prefeituras e dos Estado, foi de 9,5 bilhões nos Estados e 14,9 bilhões nos Municípios, o saldo positivo que nós temos visto. Sem falar nos insumos, nos equipamentos comprados, o que dá 46,5 bilhões e 11,2 bilhões. Uma coisa é ponto pacífico entre todos os Senadores. Eu já falei isso várias vezes e nunca fui contestado por ninguém: dinheiro não faltou nessa pandemia. Dinheiro não faltou. Agora, pela própria Polícia Federal, que eu tentei chamar aqui o Diretor-Geral anteontem... Fui voto vencido. Só tive o meu voto. Foi 8 a 1 para chamar a Polícia Federal para ouvi-la com relação a esses escândalos. São mais de setenta operações da Polícia Federal que foram realizadas, mostrando aí que corrupção, em época de pandemia, não é apenas um fato de impunidade, de corrupção, é... "
"398","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Obrigado, Senador Girão. "
"399","EDUARDO GIRÃO","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE)","Desviar dinheiro de verba pública, neste momento, é simplesmente assassinato. Então, queria só fazer essa ponderação para o Presidente. Muito obrigado. "
"400","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Obrigado, Senador Girão. "
"401","SIMONE TEBET","(Bloco Parlamentar Unidos pelo Brasil/MDB - MS)","Pela ordem, Sr. Presidente. "
"402","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Pela ordem, a Senadora Simone, por gentileza. "
"403","SIMONE TEBET","(Bloco Parlamentar Unidos pelo Brasil/MDB - MS. Por videoconferência.)","É muito rapidamente, apenas para fazer um esclarecimento. Acho importante, a CPI está indo muito bem. O Senador Eduardo Girão sabe do meu carinho, da minha amizade e do meu respeito por ele e pela família dele, mas ao falar que não vamos politizar e trazer para o lado eleitoreiro, acabou trazendo. Eu gostaria apenas de...Da mesma forma como a Bancada Feminina colocou uma Senadora da Oposição para pedir urbanidade no trato em relação a Dra. Nise...         Portanto, repito, uma Senadora da oposição pedindo que a Dra. Nise pudesse ser tratada com urbanidade, que nós possamos também não colocar em cheque ou em credibilidade o depoimento dos doutores, tanto da Dra. Natalia, que também teve uma situação como essa apontada, e, agora, com o Dr. Cláudio. Acho que nós podemos continuar, e estamos indo muito bem. Cada Senador e Senadora tem o seu juízo de valor e saberá levar em consideração ou não aquilo que for dito. Mas é importante ressaltar que aqui estão falando dois cientistas. Quem está falando neste momento é a ciência, e o Brasil agradece o fato de a CPI estar dando oportunidade para a ciência se pronunciar, essa mesma ciência que deixou de ser ouvida e, infelizmente, em função disso, levou a esse número exorbitante de mortes. Da mesma forma, Sr. Presidente, apenas para aqui fazer uma defesa do Senado Federal, aqui aproveitando essa oportunidade que o próprio Senador Eduardo Girão nos trouxe, e ele só apresentou esses dados, a gente só tem a agradecer a ele por isso, de que apenas 35% da população brasileira acredita no resultado dessa CPI. Mas é importante deixar aqui, de uma forma muito objetiva e clara, que essa CPI é diferente de todas as demais: ela não vai investigar apenas fatos passados; ela não vai dar em pizza, como também não vai dar esse ou aquele resultado; ela já deu resultado. Ela já deu resultado quando, pouco antes de ser instalada, a tentativa do Governo de que o Senado não instalasse a CPI mudou o Ministro da Saúde, do Ministro Pazuello para o Ministro Queiroga. Pelo menos por isso já serviu essa CPI, porque, pelo menos, o Dr. Marcelo Queiroga é um homem da ciência, um homem da Medicina, que, bem ou mal, tem procurado fazer o seu trabalho. Então, assim, apenas, porque o meu querido amigo Eduardo Girão nos permite... E ele traz um dado verdadeiro mesmo, ele está totalmente correto: as pessoas não acreditam na classe política e muito menos em CPI. Mas esta CPI não vai dar em pizza porque ela já está dando resultado neste momento. Neste mesmo momento pararam de falar em remédio que não... Muitos pararam de falar em remédios que não têm eficácia; neste mesmo momento está tendo uma discussão totalmente equivocada, mas está tendo a discussão sobre a questão do uso de máscaras – essa CPI não ficará silente em relação a isso. Repito, essa CPI não é CPI do passado; é CPI do presente. É uma CPI que, de alguma forma está curando, de alguma forma está ajudando a salvar vidas. Então, agradeço a oportunidade e faço aqui apenas a minha consideração de que também não pertenço à linha política – pelo que eu estou vendo – do Dr. Cláudio; nunca votei a princípio no partido que os próprio Eduardo Girão apontou, mas vou defender até o fim, no meu mandato, o direito de eles estarem aqui, de poderem esclarecer, fazer os seus esclarecimentos e, no juízo de valor de cada um de nós, que somos inteligentes, somos da política, saberemos fazer aqui a nossa interpretação sobre tudo que está sendo dito. Desculpe o alongado, mas é importante... "
"404","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Obrigado, Senadora Simone. "
"405","SIMONE TEBET","(Bloco Parlamentar Unidos pelo Brasil/MDB - MS)","... porque o Senador Eduardo Girão trouxe um dado fundamental que precisa ser muito explorado. Senador Eduardo Girão, vamos mudar essa realidade e mostrar para a sociedade brasileira que o trabalho do Senado Federal é sério, que o resultado vai ser o resultado que é o justo e verdadeiro. Puna-se quem tiver que tiver que punir, doa a quem doer – Governadores, Prefeitos ou o Presidente da República. Eu e Eduardo Girão estamos juntos nessa trincheira. Obrigada! "
"406","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Obrigado, Senadora Simone. Então, dando... Eu queria passar rapidamente: então, vou conceder dois minutos à Dra. Natalia e dois minutos ao Dr. Cláudio. Peço procurar cumprir o tempo para nós passarmos... Logo em seguida temos o Senador Jorge Kajuru, já inscrito aqui, já esperando há algum tempo, para nós... Temos outros colegas Senadores aqui inscritos. Senadora... Perdão, Dra. Natalia. (Risos.) "
"407","NATALIA PASTERNAK","(Para expor.)","Pois não, Senador. Em relação ao que foi falado pelo Senador Girão sobre os dois lados no jornalismo e o princípio do contraditório, é importante salientar que esses princípios do jornalismo – e da política também – de sempre observar o contraditório, eles não se aplicam para a ciência, porque a ciência é um processo investigativo dos fatos, da realidade, e daí não cabe o contraditório.         A ciência não tem dois lados. E isso não é por desrespeitar opiniões alheias, mas pelo modo como a ciência trabalha, que é um processo empírico de investigação. Então, quando a gente fala que existem consensos científicos, eles são consensos. Um consenso científico como, por exemplo, de que o aquecimento global é real e é causado pelo homem, é um consenso científico. Podem até existir cientistas que contestem isso, mas, para que esse consenso seja derrubado, as evidências em contrário precisam ser muito robustas, precisam ser evidências extraordinárias. Como já dizia Carl Sagan, alegações extraordinárias precisam de evidências extraordinárias, senão continua valendo o consenso científico. E, quanto ao uso off-label de medicamentos, acho que Cláudio pode esclarecer melhor do que eu, mas off-label não precisa de autorização de agência regulatória. E ele não é política pública. Off-label é justamente a autonomia do médico de prescrever off-label, porque senão seria label, seria autorizado pela agência regulatória. Obrigada. "
"408","PRESIDENTE","(Daniella Ribeiro. Bloco Parlamentar Unidos pelo Brasil/PP - PB)","Dr. Cláudio. "
"409","CLÁUDIO MAIEROVITCH","(Para expor.)","Bom, muito obrigado pelas questões trazidas, Senador Girão. Primeiro, acho que minhas posições políticas, como eu disse inicialmente, eu nunca me preocupei em escondê-las, torno-as públicas, não sou filiado a partido nenhum. As minhas posições não se confundem com a minha posição institucional. Esse perfil que, eventualmente, foi mostrado aqui – não sei nem se é o meu ou não – é o meu perfil pessoal de Twitter, não é institucional. Isso é outra coisa. O que eu faço nas minhas horas em que não estou trabalhando, se eu advogo por um, por outro, se defendo certas posições, acho que é uma questão do exercício de cidadania, assim como acho que é inevitável falar em política numa Casa de política, tendo eu mesmo a política no nome do meu cargo: sou especialista em políticas públicas, tá-tá-tá. Então, claro, não estou falando de política partidária, estou falando de políticas públicas. Em relação ao tratamento precoce, claro, as pessoas têm que ser acolhidas precocemente, têm que ser orientadas antes de ficarem doentes, têm que ter o sistema de saúde receptivo para elas o tempo todo. A grande questão é: não existe nenhum tratamento precoce considerado efetivo hoje para a Covid-19. Alguns até estão em fase de validação. O Senador citou a budesonida, que é um medicamento promissor. Vamos lembrar: ele é um corticoide – ele não ataca o vírus – e ele pode talvez reduzir a reação inflamatória, da mesma forma que outras categorias de corticoides injetáveis não inalatórios já têm sido indicados para a Covid. Em relação à ivermectina, a posição do NIH (Instituto Nacional de Saúde americano), que está no site deles, onde eles afirmam com todas as letras – e sugiro ao Senador que consulte diretamente o site deles –, é de que não há evidências suficientes para a indicação da ivermectina e que isso pode ser objeto de estudos futuros. Esse medicamento é contraindicado explicitamente pela OMS, pela Agência Europeia de Medicamentos, pela Food and Drug Administration e pelo próprio fabricante original, que é a empresa Merck. E, por fim, a questão do Consórcio Nordeste, eu continuo afirmando a importância do Consórcio Nordeste pelo que tem demonstrado de vontade de adotar políticas, de adotar medidas em relação à prevenção, em relação ao cuidado com a doença.         Agora, o grande protagonismo dado ao Consórcio Nordeste pode nem ter sido pelas suas ações, mas muito mais pela omissão do Governo Federal em adotar políticas, em adotar medidas de prevenção. Outro protagonista surgiu nesse vácuo, e o que nós menos precisamos hoje é de um vácuo quando vivemos uma epidemia dessa importância. "
"410","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Obrigado, Dr. Cláudio. Senador Jorge Kajuru. Depois, o Senador Alessandro e concluiremos com a Dra. Zenaide... Com a Senadora Zenaide, perdão. "
"411","JORGE KAJURU","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - GO. Por videoconferência.)","Bem, Pátria amada... "
"412","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Só um minutinho, Senador Jorge Kajuru. Senador Girão, é uma questão de ordem, é um pela ordem? Senador Girão, estamos sem o áudio... "
"413","EDUARDO GIRÃO","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE. Pela ordem. Por videoconferência.)","É rapidamente só para... "
"414","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Por gentileza, Senador Girão, porque os seus colegas Senadores estão aguardando já há algum tempo. "
"415","EDUARDO GIRÃO","(Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE)","Pronto. Se o meu querido irmão Kajuru permitir, rapidamente. Não mais do que dois minutos, amigo. Obrigado. Eu acho que esse assunto é um assunto... Não é que a ciência tem dois lados, absolutamente. Eu não disse isso. Eu disse que os cientistas estão divididos sobre o assunto. E aqui, nesta CPI, já que um dos focos é ver a questão de cloroquina, de tudo isso que aconteceu durante esse período, a gente precisa ouvir os dois lados, e o debate é o melhor formato. Quem não tem receio do debate eu acho que é importante estar junto. Só para passar aqui as qualidades das cincos metanálises favoráveis à ivermectina, que o doutor falou agora há pouco, que foram citadas inclusive pelo Senador Heinze antes. Algumas foram feitas por um dos maiores especialistas do mundo, a Tess Lawrie, consultora da onde? Da OMS, da NHS da Inglaterra e do NIH dos Estados Unidos. Só para passar isso. Assim como o Dr. Andrew Hill e a Dra. Kerali, que é a mais famosa clínica de meio, inclusive revisado agora em janeiro. Então, a gente precisa realmente buscar a verdade com relação a isso, tá? Muito obrigado, Presidente. "
