"","nomes","cargo_funcao","fala"
"634","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Senador, quando eu assumi o cargo na secretaria, essa questão de processamento de pagamentos era um problema crônico, mas... Inclusive, com a própria White Martins, havia dívidas de 2018, etc., e nós efetuamos, negociamos, fizemos parcelamento, pagamos e hoje nós temos uma regularidade em relação aos pagamentos da White Martins. "
"635","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM)","Bem, é lamentável dizer que, em plena crise de abastecimento de oxigênio e com dinheiro em caixa, sem comprar usinas – sem comprar usinas –, sem construir hospitais de campanha em áreas de estacionamento, como no caso Delphina Aziz, que poderia... "
"636","PRESIDENTE","(Omar Aziz. PSD - AM. Para interpelar.)","Eduardo, eu posso só contribuir? Marcellus, se houver uma crise, como teve em janeiro, hoje – um exemplo –, se começar amanhã isso aí – peço a Deus que isso não aconteça mais no Estado do Amazonas –, nós não estamos preparados, então, pra fornecer oxigênio pra os hospitais do Estado? Porque a informação que eu queria de você hoje é que Delphina Aziz, 28 de Agosto, Platão Araújo, Francisca Mendes, vou dizer, Adriano Jorge, instituto de Medicina Tropical, Secom, todos eles tivessem hoje com usinas de oxigênio para, caso nós tivéssemos um colapso, pudessem abastecer. Não foram compradas usinas pra esses hospitais? "
"637","MARCELLUS JOSÉ BARROSO CAMPÊLO","(Para depor.)","Nós recebemos usinas do Ministério da Saúde... "
"638","PRESIDENTE","(Omar Aziz. PSD - AM)","Não, meu amigo. Não, Marcellus... "
"639","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não foram instaladas... "
"640","PRESIDENTE","(Omar Aziz. PSD - AM)","O Estado tem dinheiro pra comprar essas usinas, sim, filho. "
"641","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Nós fizemos o processo de compra... "
"642","PRESIDENTE","(Omar Aziz. PSD - AM)","Por favor, o Estado não é paupérrimo. Você falou uma coisa aqui que é verdadeira: o Estado do Amazonas gasta em torno de 25% do seu orçamento – de 20% a 25% do seu orçamento, é o Estado que mais gasta – em saúde, até porque a nossa média e alta complexidade é referência no Norte do Brasil todinho. Muitas pessoas podem fazer críticas e tal, mas tanto o Eduardo Braga como eu sabemos muito bem, porque muito... Nós temos o Instituto da Mulher, nós temos o Instituto da Criança, nós temos o Instituto do Câncer, nós temos CAICs, nós temos SPA, nós temos uma série de unidades de saúde... Eu mesmo, quando Governador, construí o Delphina Aziz. Construí, em quatro anos, dez hospitais no interior. O Eduardo construiu... "
"643","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM)","Quarenta e dois. "
"644","PRESIDENTE","(Omar Aziz. PSD - AM)","Então... Fizemos... E por isso que o nosso custeio aumentou, tá certo? E pior, no interior, como na média e alta complexidade, nós somos deficientes de especialistas, nós não recebemos o teto SUS como deveríamos receber, para manter com recursos do Estado a maioria dos hospitais e pagando diferenciado para os médicos que a gente consegue colocar no interno, fazendo minimutirão de saúde. Agora, o Estado, depois de toda a crise, não ter comprado usinas para colocar nesses hospitais, isso é uma temeridade muito grande – é uma temeridade muito grande! –, porque não aumentou a planta da White Martins, Eduardo.         "
"645","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM)","Eu sei disso. "
"646","PRESIDENTE","(Omar Aziz. PSD - AM)","A planta dela para produzir oxigênio não foi aumentada. Então, se amanhã faltar oxigênio... Como foi o caso de Coari? O caso de Coari foi uma coisa, Srs. Senadores... O avião sai já perto da noite, não consegue pousar em Coari, vai para Tefé e, de Tefé, o transporte teria de ser feito via marítima. E morreu muita gente nesse dia em Coari por falta de oxigênio... "
"647","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM)","Morreu. "
"648","PRESIDENTE","(Omar Aziz. PSD - AM)","E você sabe disso. Você sabe disso. "
"649","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM)","E, Omar... "
"650","PRESIDENTE","(Omar Aziz. PSD - AM)","Agora, não dá, não dá para entender, sinceramente, Marcellus. "
"651","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM)","Só para complementar, Omar. "
"652","PRESIDENTE","(Omar Aziz. PSD - AM)","Não é aqui querendo fazer... Quem sou eu para estar aqui apontando o dedo ou fazendo alguma referência ou tirando proveito? Mas o Estado tem capacidade financeira para comprar essas usinas e a gente não permitir que isso aconteça novamente nos principais hospitais, pelo menos. "
"653","EDUARDO BRAGA","(Bloco Parlamentar Unidos pelo Brasil/MDB - AM)","Só para eu complementar, ainda houve situações para o interior, Senador Renan, em que mesmo com os Municípios nessa situação de desespero, comprando cilindros, ainda houve apreensão de cilindros de oxigênio que eram destinados para o interior. E o senhor vem dizer para nós aqui que não tinha crise de oxigênio em Manaus? Pelo amor de Deus! E mais: ainda deviam o principal fornecedor de oxigênio, com dinheiro em caixa. Portanto, eu repito aqui, diante do Dr. Marcellus: o que houve mesmo foi muita incompetência, muita falta de planejamento e muita falta de compromisso com a população. Não ter comprado uma única usina com o dinheiro que estava depositado no fundo estadual de saúde? Não conseguir fazer... E tem mais: ainda houve remoção, Senador Omar, de usina de saúde do Amazonas para outro Estado depois da crise, porque, como não era do Governo do Estado, como não era de propriedade do Governo do Estado, o Ministério da Saúde foi lá e disse: ""Está precisando em outro lugar"", retirou e levou. E o Estado não tem hoje capacidade... E para todas as unidades do interior para que o Estado ficou de comprar unidade de oxigênio não comprou. Portanto, para mim está muito claro. O que aconteceu no Amazonas foi exatamente isto: incompetência, inépcia em vontade de salvar a vidas dos amazonenses. "
"654","PRESIDENTE","(Omar Aziz. PSD - AM)","Obrigado. O próximo é o Senador Marcos Rogério, mas o depoente precisa... Por favor, vou suspender por dez minutos.  Então, vai ser meia hora de intervalo, enquanto a gente come alguma coisa. Obrigado. (Suspensa às 12 horas e 43 minutos, a reunião é reaberta às 13 horas e 30 minutos.)         "
"655","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Reabrindo os trabalhos, os próximos inscritos seriam os Senadores Marcos Rogério e Otto Alencar. Como S. Exas. não se encontram e eu sou o próximo inscrito, eu passo a Presidência para o Senador Eduardo Girão para poder inquirir o Sr. depoente. Senador Girão, por gentileza.  "
"656","PRESIDENTE","(Eduardo Girão. Bloco Parlamentar PODEMOS/PSDB/PSL/PODEMOS - CE)","Imediatamente eu já passo a palavra para o Senador Randolfe Rodrigues para fazer as suas perguntas ao depoente. "
"657","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP. Para interpelar.)","Muitíssimo obrigado, Senador Eduardo Girão. Sr. Marcellus, eu vou procurar aqui ser objetivo. Eu acredito que a objetividade ajudará esta Comissão e, sobretudo, ajudará V. Sa. neste depoimento. Então, assim, diretamente lhe perguntando, porque não ficou claro: quanto tempo durou a crise de oxigênio no Amazonas? Qual foi a data que foi percebida no início? Qual a providência que foi tomada junto ao Ministério da Saúde para a comunicação? E quanto tempo, até quando durou esta crise?         "
"658","MARCELLUS JOSÉ BARROSO CAMPÊLO","(Para depor.)","Senador, como eu falei, nós temos que diferenciar duas coisas: uma é a crise nas unidades de saúde por falta de oxigênio ou intermitência no fornecimento, e no mercado local. O nosso contrato com a White Martins é para fornecer na rede estadual. Então, era esse monitoramento, mas, de fato, o oxigênio, no mercado, foi até o final do mês de janeiro e depois ele começou... "
"659","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","De que data até que data? "
"660","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Ele começou da data do... Quando as unidades não tinham mais no dia 14, que foi a data crítica de fornecimento para as unidades, e se estendeu até o final por uns 20 dias. "
"661","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Sim, mas que data? Vinte dias. A primeira data é qual? "
"662","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Catorze. "
"663","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Catorze? "
"664","MARCELLUS JOSÉ BARROSO CAMPÊLO","","É, de falta de oxigênio, sim. Agora, de procura da população por oxigênio, é anterior, no início do mês de janeiro. "
"665","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Vamos a algumas imagens, Sr. Presidente, com a sua permissão e com a sua permissão também, Sr. Marcellus. Vamos à primeira imagem aí, às primeiras imagens?  Temos aí? (Procede-se à exibição de vídeo.) "
"666","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Isso aí é do dia 13 de janeiro – procura de oxigênio em uma das fábricas de oxigênio lá do Amazonas. Essa imagem aí é do dia 13. Quem nos encaminhou essa imagem disse que essa é a fila de oxigênio do dia 13. A própria pessoa que nos encaminhou disse que é testemunha, estava nessa fila à procura de oxigênio. Perfeito. Pode colocar as outras imagens? (Procede-se à exibição de vídeo. ) "
"667","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Isso é dia 14 de janeiro. Obrigado. Então, deixa eu lhe reiterar... Obrigado. Deixe eu lhe reiterar a pergunta. Essas imagens são dias 13 e 14. "
"668","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Hum-hum. "
"669","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Isso aqui era o ápice da crise. O que eu quero lhe perguntar objetivamente: quando o Ministério da Saúde foi comunicado dessa situação iminente que estava no Amazonas? Quando o senhor... "
"670","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Em 13 e 14, as equipes do Ministério da Saúde estavam todas em Manaus. "
"671","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Qual apoio foi prestado nesse período? "
"672","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Qual... Desculpa? "
"673","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Apoio. "
"674","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Ah, sim. "
"675","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","O que o Ministério da Saúde... Qual foi a providência do Ministério da Saúde nesse momento para socorrer esse colapso? "
"676","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Nesses dias apresentados nas imagens, eles já estavam providenciando o transporte junto à White Martins... "
"677","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Só um minutinho, Dr. Marcellus. Vamos lá, para eu ajudá-lo. "
"678","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Tá. "
"679","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","O senhor disse que, nesses dias, estavam providenciando? "
"680","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Sim, porque a primeira reunião com o ministro foi no dia 11... "
"681","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Dr. Marcellus, me permita... O senhor acabou de ver as imagens. "
"682","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Sim. "
"683","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Como é que... O verbo a se pronunciar é ""estavam providenciando""? As pessoas estavam morrendo por falta de oxigênio.         "
"684","MARCELLUS JOSÉ BARROSO CAMPÊLO","","É porque a operação... "
"685","PRESIDENTE","(Omar Aziz. PSD - AM)","Marcellus, você falou que a White Martins deixaria oxigênio na sexta-feira e depois passou para ser no sábado. O sábado é anterior a esse dia 13 e ao dia 14. "
"686","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","A comunicação da White Martins é do dia 7 ao senhor? "
"687","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Sim. "
"688","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","O senhor comunicou ao Ministro da Saúde. Pelo que foi informado aqui, chegaram, no dia 8, 150 cilindros de oxigênio. Foi o suficiente para inibir? "
"689","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não. De forma alguma. A quantidade foi muito pequena. "
"690","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Não foi suficiente. Resultou nisso que nós estamos vendo. Nesse momento aí – dias 12, 13, 14, em que o colapso estava em curso –, qual o apoio do Ministério saúde? "
"691","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Eles estavam apoiando trazendo, transportando o cilindro, ajudando a White Martins. "
"692","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Tinha oxigênio nessas datas dessas imagens que vimos? "
"693","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não tinha suficiente para atender. Não tinha suficiente. "
"694","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Pois é. Isso que eu queria saber objetivamente: qual o apoio do Ministério da Saúde nesse momento? "
"695","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Era de logística: transporte de oxigênio da produção da White Martins. "
"696","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Mas que oxigênio tinha aí? "
"697","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não, nesse momento aí... Os dias 13 e 14 foram os dias do ápice da intermitência de fornecimento. Algumas unidades deixaram de ter... "
"698","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","O Ministério da Saúde não tinha a dimensão desse tamanho da crise nesse momento? "
"699","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Neste momento já tinha. "
"700","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Já tinha? "
"701","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Já tinha. "
"702","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","O senhor considera que esse apoio prestado foi adequado, foi suficiente para satisfazer a necessidade que tinha? "
"703","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não foi porque a demanda era muito maior do que a logística que foi implantada. "
"704","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Qual era o apoio prestado nesse momento, por parte do Governo Federal, do Ministério da Saúde? "
"705","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Essa imagem, inclusive, a última é do Hospital Getúlio Vargas, diga-se de passagem, é um hospital federal. É um hospital federal que – o Hospital Getúlio Vargas – tem contrato direto com a White Martins. "
"706","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Sr. Presidente, eu considero essa informação muito importante. Essas imagens aí são de um hospital federal, o Hospital Getúlio Vargas? "
"707","MARCELLUS JOSÉ BARROSO CAMPÊLO","","O citado Hospital Getúlio Vargas... "
"708","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Tem contrato direto com a White Martins? "
"709","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Direto com a White Martins. "
"710","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","E não... "
"711","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Assim como... Desculpa, Senador. "
"712","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Pois não. "
"713","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Assim como o Hospital Militar tem contrato direto com White Martins, etc. "
"714","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Muito obrigado, Dr. Marcellus. Então, veja só: os hospitais federais não estavam tendo provimento de oxigênio adequados também? "
"715","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Só tem um hospital, que é o Hospital Getúlio Vargas, é um hospital universitário... "
"716","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Pois bem. Ele também não estava tendo provimento? Essas imagens... "
"717","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Ele também sofreu com o problema de intermitência no fornecimento. "
"718","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Muito obrigado, Dr. Marcellus. Eu acho que essa informação é muito importante, Presidente Omar, e eu acho que o Relator também tem que constar... "
"719","PRESIDENTE","(Omar Aziz. PSD - AM)","O Hospital Getúlio Vargas é um hospital universitário, que é gerenciado pelo Ministério da Educação. "
"720","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Antes disso, no final de dezembro, o Governo estadual emitiu o Decreto 43.234, de medidas restritivas, e depois esse decreto foi revogado pelo próprio Governador. "
"721","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Foi flexibilizado. "
"722","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","A Secretaria de Saúde... O senhor foi ouvido na revogação desse decreto? "
"723","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Sim, a assistência pedia para ter as restrições justamente para ter uma trégua. A decisão foi... "
"724","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Mas a posição da Secretaria de Saúde foi pela revogação do decreto das medidas restritivas? "
"725","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não, foi pela manutenção. "
"726","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Pela manutenção. A despeito disso, o Sr. Governador revogou o decreto? "
"727","MARCELLUS JOSÉ BARROSO CAMPÊLO","","O decreto é do Governador. Ele revogou e... "
"728","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Perfeito. Essa informação também é muito importante, Sr. Presidente. Veja: a posição da Secretaria de Saúde foi contra a revogação do decreto das medidas restritivas, pelo o que o Sr. Secretário aqui está prestando... "
"729","PRESIDENTE","(Omar Aziz. PSD - AM)","V. Exa. talvez não lembre, porque não é do nosso Estado, no dia 26 de dezembro, quando o Governador decretou lockdown, houve uma movimentação nacionalmente. "
"730","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","É nisso que eu quero chegar. "
"731","PRESIDENTE","(Omar Aziz. PSD - AM)","Inclusive, há pouco, parece que oSenador Humberto Costa até citou...         "
"732","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Exatamente. "
"733","PRESIDENTE","(Omar Aziz. PSD - AM)","E as pessoas, naquele momento: ""Não, já passou a pandemia. O que é isso?"" "
"734","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Exatamente. Veja, nesse mesmo momento, quando o Governador revoga o decreto – e V. Sa. diz aqui que a opinião da Secretaria de Saúde foi contrária à revogação do decreto –, vários membros do gabinete paralelo... Primeiro, é o Sr. Osmar Terra, que faz manifestações no Twitter, que inclusive foram declinadas aqui pelo Senador Humberto, dizendo: ""Embora noticiário alarmista, Manaus tem queda importante de óbitos desde julho..."" Outros Parlamentares... Inclusive o filho do Sr. Presidente da República disse o seguinte: ""1º Búzios e agora Manaus. Todo poder emana do povo."" Outros Parlamentares da base de apoio do Presidente Jair Bolsonaro também celebram isso. O senhor tem conhecimento se isso influenciou ou pressionou o Sr. Governador na revogação do decreto? "
"735","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não, não o Governador. O Governador foi pressionado pela manifestação popular em relação, inclusive, à segurança pública no Estado do Amazonas. Houve uma revolta generalizada, inclusive com ateamento de fogo, as equipes de segurança tiveram que enfrentar os manifestantes etc. "
"736","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","A Secretaria de Segurança do Amazonas tem informação de quem incentivou esses atos contra as medidas restritivas uma semana antes do colapso? "
"737","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Essa informação eu não tenho. Eu só sei que muitas pessoas, inclusive autoridades e Parlamentares, foram para as redes sociais criticar o decreto do Governador. Inclusive o Prefeito de Manaus à época foi para as redes sociais criticar o decreto do Governador. Também tem decreto... "
"738","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Então, só para ficar claro, Dr. Marcellus: várias autoridades, federais inclusive... "
"739","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Isso. "
"740","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","... de alguma forma incentivaram as manifestações que lá ocorreram e que resultaram na revogação do decreto. "
"741","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Quando uma pessoa pública que tem uma liderança faz uma manifestação, pode influenciar a ação de outras pessoas. "
"742","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Perfeito, Dr. Marcellus. É importante, Srs. Senadores e Sr. Presidente, destacar que o próprio Presidente da República naquele momento celebrou a revogação do decreto lá. E, repito, as manifestações que aqui descrevi nas redes sociais são do Sr. Eduardo Bolsonaro, filho do Presidente da República, e de vários Parlamentares vinculados à base de apoio do Governador, contra as medidas restritivas, que resultaram, uma semana depois, na suspensão e no colapso de oxigênio em Manaus. O senhor já... Bom, então, o senhor inclusive já destacou aqui que, ao que me parece, foi um claro erro do governo ter revogado o decreto de 23 de dezembro. Eu pergunto ainda ao senhor: o Vice-Governador do Amazonas, Dr. Carlos Almeida Filho, em entrevista à coluna Painel do jornal Folha de S. Paulo, afirmou que o Estado adotou a estratégia de imunidade de rebanho, acreditando que a contaminação generalizada da população faria com que todos adquirissem anticorpos. O Sr. Carlos Filho disse que a estratégia foi mostrar alinhamento com o Governo do Presidente Jair Bolsonaro. Qual é a sua posição com relação a essa declaração do Vice-Governador do Amazonas? "
"743","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Eu não acredito nessa tese da imunidade de rebanho e eu não participei de nenhuma reunião que abordasse esse assunto dentro do Governo ou mesmo com o Governo Federal.         "
"744","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Em algum momento, o senhor teve contato com alguém do Ministério da Saúde que chegou a levantar essa tese? "
"745","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Não, em nenhum momento. "
"746","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Ainda voltando... Já concluindo, Sr. Presidente... "
"747","PRESIDENTE","(Omar Aziz. PSD - AM. Fora do microfone.)","Só um minutinho. "
"748","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Pois não. "
"749","PRESIDENTE","(Omar Aziz. PSD - AM)","Eu recebi aqui (Fora do microfone.) num áudio de uma rádio que: ""Pessoas estão morrendo com falta de ar. Uma amiga que trabalha lá acabou de mandar mensagem, querendo denunciar no seu programa. As balas de oxigênio que mandaram para o hospital não foram suficientes"". Isso aqui foi no Hospital Getúlio Vargas, em Manaus. E é um apelo que a pessoa estava fazendo naquele momento – como eu, outras pessoas receberam muitos apelos nesse sentido. (Procede-se à execução de áudio.) "
"750","PRESIDENTE","(Omar Aziz. PSD - AM)","Isso aqui foi no Getúlio Vargas. "
"751","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Perfeitamente. "
"752","PRESIDENTE","(Omar Aziz. PSD - AM)","Foi... Onde começou, teve o primeiro colapso foi no Getúlio Vargas. "
"753","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","E é importante destacar que era um hospital federal e que não teve o atendimento por parte do Governo Federal, visto que era... Ela necessitava... Lá, diretamente, uma instituição federal tinha o colapso de fornecimento de oxigênio. O senhor falou aqui sobre a ida da Dra. Mayra no dia 4, certo? Ela, ao chegar lá, defendeu o quê? Qual a posição que ela veio a defender em relação ao enfrentamento, ao agravamento da pandemia? Qual a posição da Dra. Mayra lá? "
"754","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Ela tinha uma posição da questão do tratamento precoce e da... "
"755","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Tratamento precoce com distribuição de quê? Kit Covid, cloroquina... "
"756","MARCELLUS JOSÉ BARROSO CAMPÊLO","","É, falava dos medicamentos para esse tratamento, inclusive apresentando aí 150 teses, dizendo que havia 150 teses a respeito desse tema etc. "
"757","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","E recomendou isso à Secretaria de Saúde? "
"758","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Na verdade, ela recomendou que fizesse, que adotasse essa sistemática, mas que ela ainda iria trabalhar principalmente na atenção primária. Isso era para a atenção primária; no primeiro momento, no primeiro contato com o paciente. E isso foi feito com a atenção básica, no caso, procurando os Municípios. "
"759","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Quem distribuiu... Quem organizou a distribuição de cloroquina quando tiveram as semanas mais críticas? "
"760","PRESIDENTE","(Omar Aziz. PSD - AM. Para interpelar.)","Senador Randolfe, para colaborar com a sua pergunta. Nesse dia, no início de janeiro, quando chega a Dra. Mayra, e chegaram com ela alguns especialistas que foram fazer palestra lá, você estava em alguma palestra dessas? "
"761","MARCELLUS JOSÉ BARROSO CAMPÊLO","(Para depor.)","O evento de que eu participei foi no dia 11 de janeiro... "
"762","PRESIDENTE","(Omar Aziz. PSD - AM)","Sim. "
"763","MARCELLUS JOSÉ BARROSO CAMPÊLO","","... em que, inclusive, estava o Ministro Pazuello. E algumas pessoas apresentaram os painéis a respeito da... eu acho que do TrateCov na época. "
"764","PRESIDENTE","(Omar Aziz. PSD - AM)","Mas isso... "
"765","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","No dia 11? "
"766","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Onze. "
"767","PRESIDENTE","(Omar Aziz. PSD - AM)","Se você lembrar, Senador Randolfe, o Ministro Pazuello falou que, quando chegou a Manaus, no início de janeiro, o relatório que ele recebeu da Dra. Mayra é de que as unidades básicas de saúde estavam fechadas na cidade de Manaus. Estava havendo a transição, o Prefeito atual tinha assumido... No dia 1º é posse, no dia 2... "
"768","MARCELLUS JOSÉ BARROSO CAMPÊLO","","Dia 4 era o primeiro dia útil "
"769","PRESIDENTE","(Omar Aziz. PSD - AM)","Dia 4, quer dizer, era o primeiro dia útil. Era uma segunda-feira, para você ter uma ideia. E o relatório... E aí foi perguntado aqui: ""Mas, Ministro..."", ""Dra. Mayra, naquele dia não foi dito que faltaria oxigênio?"". ""Não, não foi"". O que eu... Ela disse isso: ""No dia 4, ninguém me falou que ia faltar oxigênio"". Aí ela disse o seguinte, que ela fez um levantamento nas unidades básicas e a maioria estava fechada no dia 4. E aí, o que a gente entende hoje porque que ela ficou com raiva, porque ela tinha levado uma equipe para treinar os profissionais de saúde das unidades básicas para fazer o tratamento precoce, que era o TrateCov, porque ele precisa... O TrateCov precisa das unidades básicas de saúde para funcionar, é a entrada do sistema. Já na alta complexidade... Na média e alta complexidade não, é um profissional de saúde já, que está dentro do hospital e você prescrever num ambiente hospitalar não é... Não existe nenhuma má conduta nisso. E ela ficou chateada porque como ela queria usar Manaus como... E usou Manaus como cobaia, as unidades de saúde estavam fechadas e ela não teve como propagar para todas as unidades de saúde de Manaus.         Foi esse o relatório que ela fez aqui, lógico que com outras palavras para não se comprometer e virou... Não era mais tratamento precoce, virou tratamento inicial. "
"770","RANDOLFE RODRIGUES","(Bloco Parlamentar Senado Independente/REDE - AP)","Presidente, só para concluir, só duas últimas perguntas. Sobre isso ainda, Dr. Marcellus, quais as informações e protocolos passados pelo Ministério da Saúde para tratamento da Covid? E quem do ministério orientava as equipes da Secretaria de Saúde? "
